epoch,train_loss,lr,epoch_time_sec,val_recall@10,val_ndcg@10
1,7.381553,0.0001,21.0,0.044746,0.021228
2,7.217508,0.0001,19.0,0.049221,0.023041
3,7.092013,0.0001,19.4,0.050878,0.0243
4,7.037094,0.0001,19.2,0.047564,0.022681
5,6.994719,0.0001,20.2,0.050215,0.024497
6,6.957251,0.0001,21.3,0.048724,0.024197
7,6.918504,0.0001,19.3,0.054856,0.027438
8,6.872437,0.0001,19.4,0.052701,0.025291
9,6.837362,0.0001,19.3,0.05701,0.028134
10,6.810471,0.0001,20.2,0.056182,0.026824
