epoch,train_loss,lr,epoch_time_sec,val_recall@10,val_ndcg@10
1,7.884416,0.01,28.9,0.024196,0.010365
2,7.87114,0.01,28.6,0.027511,0.013514
3,7.934414,0.01,28.8,0.019887,0.008251
4,7.874444,0.01,28.7,0.016407,0.007185
