epoch,train_loss,lr,epoch_time_sec,val_recall@10,val_ndcg@10
1,6.836344,0.001,28.2,0.092973,0.044789
2,6.445609,0.001,28.8,0.117667,0.059057
3,6.340007,0.001,28.2,0.126947,0.065936
4,6.283105,0.001,28.3,0.130262,0.066863
5,6.246863,0.001,28.8,0.134736,0.069519
6,6.217452,0.001,28.7,0.127444,0.06798
7,6.193331,0.001,28.7,0.12993,0.069329
