epoch,train_loss,lr,epoch_time_sec,val_recall@10,val_ndcg@10
1,6.730497,0.001,28.4,0.102751,0.052465
2,6.312708,0.001,28.4,0.121644,0.061792
3,6.194237,0.001,28.5,0.12645,0.066065
4,6.124117,0.001,28.1,0.130096,0.069056
5,6.07361,0.001,28.7,0.136725,0.071175
6,6.032064,0.001,28.3,0.134239,0.070997
7,5.991736,0.001,28.2,0.137388,0.072335
8,5.958827,0.001,28.2,0.135565,0.071901
9,5.924632,0.001,28.5,0.136394,0.071995
