epoch,train_loss,lr,epoch_time_sec,val_recall@10,val_ndcg@10
1,6.766105,0.001,28.2,0.097116,0.050929
2,6.347622,0.001,28.9,0.116009,0.058625
3,6.232211,0.001,28.2,0.12413,0.062675
4,6.169596,0.001,28.2,0.128605,0.068194
5,6.123961,0.001,28.3,0.134736,0.070461
6,6.086516,0.001,28.5,0.136062,0.069527
7,6.055146,0.001,28.2,0.129765,0.068654
