epoch,train_loss,lr,epoch_time_sec,val_recall@10,val_ndcg@10
1,7.244695,0.01,28.8,0.038615,0.018755
2,7.195068,0.01,28.6,0.046404,0.021795
3,7.190445,0.01,28.6,0.043586,0.021135
4,7.19019,0.01,28.6,0.045078,0.021002
