epoch,train_loss,lr,epoch_time_sec,val_recall@10,val_ndcg@10
1,7.257098,0.01,24.4,0.037786,0.016134
2,7.163806,0.01,23.7,0.041598,0.019974
3,7.145764,0.01,23.9,0.041432,0.017993
4,7.141276,0.01,24.8,0.043421,0.019769
